                           1                            2                            3                            4 
              version_number             initial_don_mass             initial_acc_mass          initial_period_days 
                        9669      1.5848931924600000E+001      8.3206892604200000E+000      3.1622776601700002E+003 

                               1                                2                                3                                4                                5                                6                                7                                8                                9                               10                               11                               12                               13                               14                               15                               16                               17                               18                               19                               20                               21 
                    model_number                              age                      period_days                binary_separation                          v_orb_1                          v_orb_2                    star_1_radius                    star_2_radius                             rl_1                             rl_2                      star_1_mass                      star_2_mass                   lg_mstar_dot_1                   lg_mstar_dot_2                 lg_system_mdot_1                 lg_system_mdot_2                   lg_wind_mdot_1                   lg_wind_mdot_2                    xfer_fraction                            J_orb                             Jdot 
                             200          2.9891890671698437E+006          3.1706433643019018E+003          2.6241204086057182E+003          1.4432976168418350E+001          2.7455952133604345E+001          5.8570045395404797E+000          3.7215537478630463E+000          1.1429259878628350E+003          8.5242376671948170E+002          1.5820980826063181E+001          8.3167335852139388E+000         -7.9675325586825076E+000         -8.8592083782159481E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -7.9675325586825076E+000         -8.8592083782159481E+000          1.0000000000000009E-002          8.2956088813509860E+054         -9.0341017486065416E+037 
                             205          3.0900159146437598E+006          3.1709674497969318E+003          2.6242545164986004E+003          1.4432733708818523E+001          2.7454053928311897E+001          5.8842227614979041E+000          3.7272345764869033E+000          1.1429721748247759E+003          8.5247848362045852E+002          1.5819887018675342E+001          8.3165938713581955E+000         -7.9627075490705490E+000         -8.8577558273798473E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -7.9627075490705490E+000         -8.8577558273798473E+000          1.0000000000000009E-002          8.2953199212683934E+054         -9.1129459180987201E+037 
                             210          3.1910764279479380E+006          3.1712956899699147E+003          2.6243903366254990E+003          1.4432489869628785E+001          2.7452129994370374E+001          5.9118195260253303E+000          3.7329087277497055E+000          1.1430189086747582E+003          8.5253393826681088E+002          1.5818778385569354E+001          8.3164533625059693E+000         -7.9578460332502692E+000         -8.8562901382098094E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -7.9578460332502692E+000         -8.8562901382098094E+000          1.0000000000000009E-002          8.2950277523289417E+054         -9.1932240059627452E+037 
                             215          3.2914569811186516E+006          3.1716251515511126E+003          2.6245266550802694E+003          1.4432246852298736E+001          2.7450197510494750E+001          5.9395589533910229E+000          3.7385263571087024E+000          1.1430657711570138E+003          8.5258963554747675E+002          1.5817664825694871E+001          8.3163133272200884E+000         -7.9530007247298773E+000         -8.8548277485346958E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -7.9530007247298773E+000         -8.8548277485346958E+000          1.0000000000000009E-002          8.2947349920753084E+054         -9.2740769715121524E+037 
                             220          3.3922150731730922E+006          3.1719593403010381E+003          2.6246649222177653E+003          1.4432002094042746E+001          2.7448235899322302E+001          5.9677521896168075E+000          3.7441522850762685E+000          1.1431132602765178E+003          8.5264616858985391E+002          1.5816534481685688E+001          8.3161722887197644E+000         -7.9481160261885337E+000         -8.8533510381621277E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -7.9481160261885337E+000         -8.8533510381621277E+000          1.0000000000000009E-002          8.2944385321127640E+054         -9.3564533423701786E+037 
                             225          3.4942141454873355E+006          3.1723012573888332E+003          2.6248063793315655E+003          1.4431753469917235E+001          2.7446227491012667E+001          5.9966576837525665E+000          3.7498302152014560E+000          1.1431618005412015E+003          8.5270404659120175E+002          1.5815377171584625E+001          8.3160290225243223E+000         -7.9431623476220770E+000         -8.8518510177164931E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -7.9431623476220770E+000         -8.8518510177164931E+000          1.0000000000000009E-002          8.2941357312853744E+054         -9.4408917971961386E+037 
                             230          3.5954061624581423E+006          3.1726441238333314E+003          2.6249482215543362E+003          1.4431505957270367E+001          2.7444212070781091E+001          6.0257071525527239E+000          3.7554509869829498E+000          1.1432104282719813E+003          8.5276212302637566E+002          1.5814215820967506E+001          8.3158863967835668E+000         -7.9381983997173142E+000         -8.8503467816444186E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -7.9381983997173142E+000         -8.8503467816444186E+000          1.0000000000000009E-002          8.2938326070526010E+054         -9.5264111937302651E+037 
                             235          3.6956469235523134E+006          3.1729874124476651E+003          2.6250902307469214E+003          1.4431259923947650E+001          2.7442192752342997E+001          6.0548932717332420E+000          3.7610100710195242E+000          1.1432590689857932E+003          8.5282030830596636E+002          1.5813052224061675E+001          8.3157446234652195E+000         -7.9332753002607408E+000         -8.8488521517042482E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -7.9332753002607408E+000         -8.8488521517042482E+000          1.0000000000000009E-002          8.2935296220645823E+054         -9.6121472694300196E+037 
                             240          3.7964764294678560E+006          3.1733364267887182E+003          2.6252346006378198E+003          1.4431011588301756E+001          2.7440138329103259E+001          6.0846633320690007E+000          3.7665893045088517E+000          1.1433084735775215E+003          8.5287950172083401E+002          1.5811868398576500E+001          8.3156015234277696E+000         -7.9283199451307329E+000         -8.8473450945194170E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -7.9283199451307329E+000         -8.8473450945194170E+000          1.0000000000000009E-002          8.2932221012510298E+054         -9.6993804623484194E+037 
                             245          3.8995864994982025E+006          3.1736972347417013E+003          2.6253838406058480E+003          1.4430756740393720E+001          2.7438013004354136E+001          6.1155499041135464E+000          3.7722874940646496E+000          1.1433594980909484E+003          8.5294073460692562E+002          1.5810643717238568E+001          8.3154546707262451E+000         -7.9232328813707094E+000         -8.8457964109574938E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -7.9232328813707094E+000         -8.8457964109574938E+000          1.0000000000000009E-002          8.2929047293011673E+054         -9.7899103332938459E+037 
                             250          4.0023432726329239E+006          3.1740607995371734E+003          2.6255342122952093E+003          1.4430501855150531E+001          2.7435869941113960E+001          6.1468150962584591E+000          3.7779595461558295E+000          1.1434108620984357E+003          8.5300247522942016E+002          1.5809408814370377E+001          8.3153077964817754E+000         -7.9181371759800587E+000         -8.8442413436551597E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -7.9181371759800587E+000         -8.8442413436551597E+000          1.0000000000000009E-002          8.2925854818289692E+054         -9.8816132096968417E+037 
                             255          4.1054963902002773E+006          3.1744298337626228E+003          2.6256868373484140E+003          1.4430245065105474E+001          2.7433693129426256E+001          6.1786945807282656E+000          3.7836432594851721E+000          1.1434629478622028E+003          8.5306518491734585E+002          1.5808154464492267E+001          8.3151598245801068E+000         -7.9130185481467175E+000         -8.8426770715400753E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -7.9130185481467175E+000         -8.8426770715400753E+000          1.0000000000000009E-002          8.2922619870608322E+054         -9.9747587950636289E+037 
                             260          4.2115359807073763E+006          3.1748134942954343E+003          2.6258455021285340E+003          1.4429980121468436E+001          2.7431428467642959E+001          6.2120283541513359E+000          3.7894843360885031E+000          1.1435170444632297E+003          8.5313042220710076E+002          1.5806849492396395E+001          8.3150071541980566E+000         -7.9077649236927119E+000         -8.8410687145579683E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -7.9077649236927119E+000         -8.8410687145579683E+000          1.0000000000000009E-002          8.2919262538228345E+054         -1.0071452156217362E+038 
                               5          4.7943350434134192E+002          3.1622788542694407E+003          2.6206567650474994E+003          1.4439839785433042E+001          2.7504451959399798E+001          5.1506670884479178E+000          3.5760296691083417E+000          1.1417181376015678E+003          8.5102425867566023E+002          1.5848927985075642E+001          8.3206886366316262E+000         -8.1170495440392525E+000         -8.9255202857221114E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -8.1170495440392525E+000         -8.9255202857221114E+000          1.0000000000000009E-002          8.3032405677652526E+054         -6.8263439826023221E+037 
                              10          1.3276323229150194E+003          3.1622806246479772E+003          2.6206574986250912E+003          1.4439838175478771E+001          2.7504441828257459E+001          5.2103790744404304E+000          3.6025040488631541E+000          1.1417183972896410E+003          8.5102455154398831E+002          1.5848922147193575E+001          8.3206877089254458E+000         -8.1855677589186193E+000         -8.9819085659179638E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -8.1855677589186193E+000         -8.9819085659179638E+000          1.0000000000000009E-002          8.3032389077956943E+054         -5.8895614174803334E+037 
                              15          3.1624643071192731E+003          3.1622840504551177E+003          2.6206589181487984E+003          1.4439835224402719E+001          2.7504422059512599E+001          5.2481686494175692E+000          3.6373577866808762E+000          1.1417188957573724E+003          8.5102512195638928E+002          1.5848910755822473E+001          8.3206860084227507E+000         -8.2083426662603820E+000         -9.0616310924576329E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -8.2083426662603820E+000         -9.0616310924576329E+000          1.0000000000000009E-002          8.3032357405156496E+054         -5.3365784991403994E+037 
                              20          7.1340502229831282E+003          3.1622922319964837E+003          2.6206623082640344E+003          1.4439829815569324E+001          2.7504373208827023E+001          5.2314047280333886E+000          3.6784951787863704E+000          1.1417200458326415E+003          8.5102652104621154E+002          1.5848882606523558E+001          8.3206828916824804E+000         -8.1049014838897069E+000         -9.1233807424270061E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -8.1049014838897069E+000         -9.1233807424270061E+000          1.0000000000000009E-002          8.3032286240561844E+054         -6.0494723898725742E+037 
                              25          1.3269534954226901E+004          3.1623077690830241E+003          2.6206687462211949E+003          1.4439821502204031E+001          2.7504278481689621E+001          5.1304051425696864E+000          3.7397880760769944E+000          1.1417221816357776E+003          8.5102922197332316E+002          1.5848828021769396E+001          8.3206781012573838E+000         -8.0385614313015701E+000         -9.0834936840103424E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -8.0385614313015701E+000         -9.0834936840103424E+000          1.0000000000000009E-002          8.3032156445005565E+054         -6.9404332731885999E+037 
                              30          2.0531533505997886E+004          3.1623264939688547E+003          2.6206765050558956E+003          1.4439808755262382E+001          2.7504167047951249E+001          5.0792438999992138E+000          3.7701361139931970E+000          1.1417248228311275E+003          8.5103241575551147E+002          1.5848763810146364E+001          8.3206707560658142E+000         -8.0650074057488013E+000         -8.9357054430457534E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -8.0650074057488013E+000         -8.9357054430457534E+000          1.0000000000000009E-002          8.3031992568705132E+054         -7.3250131544459390E+037 
                              35          2.9031726652667214E+004          3.1623483647834587E+003          2.6206855674071903E+003          1.4439788476545466E+001          2.7504042284051437E+001          5.0736825449085456E+000          3.7289012852057772E+000          1.1417280405231197E+003          8.5103602498770056E+002          1.5848691917266615E+001          8.3206590708293184E+000         -8.0755880806223939E+000         -8.8221611568182485E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -8.0755880806223939E+000         -8.8221611568182485E+000          1.0000000000000009E-002          8.3031786438595581E+054         -7.9250296790941237E+037 
                              40          4.0839833119231298E+004          3.1623792417993795E+003          2.6206983614983405E+003          1.4439755531388828E+001          2.7503870461928653E+001          5.0782588334575651E+000          3.6307420047050942E+000          1.1417326895183692E+003          8.5104102346652360E+002          1.5848592907958221E+001          8.3206400867906005E+000         -8.0766321159575654E+000         -8.7915839026587914E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -8.0766321159575654E+000         -8.7915839026587914E+000          1.0000000000000009E-002          8.3031483640142291E+054         -8.1413049407745111E+037 
                              45          6.7185726119168932E+004          3.1624470012268375E+003          2.6207264378326840E+003          1.4439689505347120E+001          2.7503487137851078E+001          5.0885891247341997E+000          3.5399066500015945E+000          1.1417427371556844E+003          8.5105213343771652E+002          1.5848372024532686E+001          8.3206020404786329E+000         -8.0765016050293674E+000         -8.8706440764421135E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -8.0765016050293674E+000         -8.8706440764421135E+000          1.0000000000000009E-002          8.3030836289322174E+054         -7.5851361431901596E+037 
