                 SFR              median_Lx            expected_Lx              perc25_Lx              perc75_Lx              perc10_Lx              perc20_Lx              perc30_Lx              perc40_Lx              perc50_Lx              perc60_Lx              perc70_Lx              perc80_Lx              perc90_Lx
        1.000000e-01           2.577414e-01           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00
        1.059254e-01           2.730136e-01           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00
        1.122018e-01           2.891907e-01           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00
        1.188502e-01           3.063263e-01           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00
        1.258925e-01           3.244772e-01           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00
        1.333521e-01           3.437037e-01           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00
        1.412538e-01           3.640695e-01           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00
        1.496236e-01           3.856419e-01           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00
        1.584893e-01           4.084927e-01           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00
        1.678804e-01           4.326974e-01           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00
        1.778279e-01           4.583363e-01           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           3.061165e+00
        1.883649e-01           4.854944e-01           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           3.106409e+00
        1.995262e-01           5.142618e-01           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           3.354118e+00
        2.113489e-01           5.447337e-01           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           3.417143e+00
        2.238721e-01           5.770112e-01           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           3.480360e+00
        2.371374e-01           6.112013e-01           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           3.608923e+00
        2.511886e-01           6.474172e-01           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           3.631448e+00
        2.660725e-01           6.857791e-01           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           3.800652e+00
        2.818383e-01           7.264141e-01           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           3.820603e+00
        2.985383e-01           7.694568e-01           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           3.865460e+00
        3.162278e-01           8.150500e-01           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           3.960659e+00
        3.349654e-01           8.633447e-01           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           4.137939e+00
        3.548134e-01           9.145011e-01           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           4.148945e+00
        3.758374e-01           9.686887e-01           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           1.481671e+00           4.329678e+00
        3.981072e-01           1.026087e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           3.234453e+00           4.355658e+00
        4.216965e-01           1.086887e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           3.366494e+00           4.544042e+00
        4.466836e-01           1.151289e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           3.379968e+00           4.478499e+00
        4.731513e-01           1.219507e+00           0.000000e+00           0.000000e+00           1.023872e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           3.572010e+00           4.909400e+00
        5.011872e-01           1.291767e+00           0.000000e+00           0.000000e+00           3.018558e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           3.618980e+00           4.999842e+00
        5.308844e-01           1.368309e+00           0.000000e+00           0.000000e+00           3.388607e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           3.753102e+00           5.124364e+00
        5.623413e-01           1.449387e+00           0.000000e+00           0.000000e+00           3.392473e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           3.748963e+00           5.102802e+00
        5.956621e-01           1.535268e+00           0.000000e+00           0.000000e+00           3.535667e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           1.158850e-01           3.845773e+00           5.341245e+00
        6.309573e-01           1.626239e+00           0.000000e+00           0.000000e+00           3.568768e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           2.870904e+00           3.938948e+00           5.511969e+00
        6.683439e-01           1.722599e+00           0.000000e+00           0.000000e+00           3.694829e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           3.366255e+00           4.076194e+00           5.749158e+00
        7.079458e-01           1.824670e+00           0.000000e+00           0.000000e+00           3.738541e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           3.425901e+00           4.130865e+00           5.858563e+00
