                 SFR              median_Lx            expected_Lx              perc25_Lx              perc75_Lx              perc10_Lx              perc20_Lx              perc30_Lx              perc40_Lx              perc50_Lx              perc60_Lx              perc70_Lx              perc80_Lx              perc90_Lx
        1.000000e-01           1.707308e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           7.355300e+00
        1.059254e-01           1.808472e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           2.679505e+00           7.397318e+00
        1.122018e-01           1.915631e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           5.943945e+00           7.794090e+00
        1.188502e-01           2.029139e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           5.958663e+00           7.812825e+00
        1.258925e-01           2.149373e+00           0.000000e+00           0.000000e+00           3.292447e-01           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           6.532205e+00           7.966184e+00
        1.333521e-01           2.276731e+00           0.000000e+00           0.000000e+00           2.239390e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           6.494379e+00           7.952896e+00
        1.412538e-01           2.411636e+00           0.000000e+00           0.000000e+00           5.769992e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           6.613199e+00           8.028833e+00
        1.496236e-01           2.554534e+00           0.000000e+00           0.000000e+00           5.965662e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           6.637914e+00           8.057877e+00
        1.584893e-01           2.705900e+00           0.000000e+00           0.000000e+00           6.030386e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           7.155016e+00           8.112138e+00
        1.678804e-01           2.866235e+00           0.000000e+00           0.000000e+00           6.523229e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           0.000000e+00           2.716981e+00           7.232449e+00           8.133047e+00
